file_id,class_id,class_name,noise_type,snr_db,clip_index,impulse_timestamps,n_impulses,noisy_path,clean_path
cls1_vehicle_rpm_ramp_snr+10dB_clip00_0102,1,non_stationary,vehicle_rpm_ramp,10,0,[],0,data/defense_dataset\noisy\cls1_vehicle_rpm_ramp_snr+10dB_clip00_0102.wav,data/defense_dataset\clean\cls1_vehicle_rpm_ramp_snr+10dB_clip00_0102.wav
cls1_vehicle_rpm_ramp_snr+10dB_clip01_0103,1,non_stationary,vehicle_rpm_ramp,10,1,[],0,data/defense_dataset\noisy\cls1_vehicle_rpm_ramp_snr+10dB_clip01_0103.wav,data/defense_dataset\clean\cls1_vehicle_rpm_ramp_snr+10dB_clip01_0103.wav
cls1_vehicle_rpm_ramp_snr+10dB_clip02_0104,1,non_stationary,vehicle_rpm_ramp,10,2,[],0,data/defense_dataset\noisy\cls1_vehicle_rpm_ramp_snr+10dB_clip02_0104.wav,data/defense_dataset\clean\cls1_vehicle_rpm_ramp_snr+10dB_clip02_0104.wav
cls2_rifle_shot_snr-10dB_clip00_0105,2,impulsive,rifle_shot,-10,0,[1.2348],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-10dB_clip00_0105.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-10dB_clip00_0105.wav
cls2_rifle_shot_snr-10dB_clip01_0106,2,impulsive,rifle_shot,-10,1,[0.5311],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-10dB_clip01_0106.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-10dB_clip01_0106.wav
cls2_rifle_shot_snr-10dB_clip02_0107,2,impulsive,rifle_shot,-10,2,[3.6485],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-10dB_clip02_0107.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-10dB_clip02_0107.wav
cls2_rifle_shot_snr-5dB_clip00_0108,2,impulsive,rifle_shot,-5,0,[1.4038],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-5dB_clip00_0108.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-5dB_clip00_0108.wav
cls2_rifle_shot_snr-5dB_clip01_0109,2,impulsive,rifle_shot,-5,1,[0.6546],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-5dB_clip01_0109.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-5dB_clip01_0109.wav
cls2_rifle_shot_snr-5dB_clip02_0110,2,impulsive,rifle_shot,-5,2,[0.227],1,data/defense_dataset\noisy\cls2_rifle_shot_snr-5dB_clip02_0110.wav,data/defense_dataset\clean\cls2_rifle_shot_snr-5dB_clip02_0110.wav
cls2_rifle_shot_snr+0dB_clip00_0111,2,impulsive,rifle_shot,0,0,[2.0986],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+0dB_clip00_0111.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+0dB_clip00_0111.wav
cls2_rifle_shot_snr+0dB_clip01_0112,2,impulsive,rifle_shot,0,1,[0.8807],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+0dB_clip01_0112.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+0dB_clip01_0112.wav
cls2_rifle_shot_snr+0dB_clip02_0113,2,impulsive,rifle_shot,0,2,[3.6413],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+0dB_clip02_0113.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+0dB_clip02_0113.wav
cls2_rifle_shot_snr+5dB_clip00_0114,2,impulsive,rifle_shot,5,0,[0.8573],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+5dB_clip00_0114.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+5dB_clip00_0114.wav
cls2_rifle_shot_snr+5dB_clip01_0115,2,impulsive,rifle_shot,5,1,[1.0885],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+5dB_clip01_0115.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+5dB_clip01_0115.wav
cls2_rifle_shot_snr+5dB_clip02_0116,2,impulsive,rifle_shot,5,2,[2.069],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+5dB_clip02_0116.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+5dB_clip02_0116.wav
cls2_rifle_shot_snr+10dB_clip00_0117,2,impulsive,rifle_shot,10,0,[3.4171],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+10dB_clip00_0117.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+10dB_clip00_0117.wav
cls2_rifle_shot_snr+10dB_clip01_0118,2,impulsive,rifle_shot,10,1,[1.442],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+10dB_clip01_0118.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+10dB_clip01_0118.wav
cls2_rifle_shot_snr+10dB_clip02_0119,2,impulsive,rifle_shot,10,2,[2.6564],1,data/defense_dataset\noisy\cls2_rifle_shot_snr+10dB_clip02_0119.wav,data/defense_dataset\clean\cls2_rifle_shot_snr+10dB_clip02_0119.wav
cls2_machinegun_burst_snr-10dB_clip00_0120,2,impulsive,machinegun_burst,-10,0,"[0.115, 0.215, 0.315, 0.415, 0.515]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-10dB_clip00_0120.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-10dB_clip00_0120.wav
cls2_machinegun_burst_snr-10dB_clip01_0121,2,impulsive,machinegun_burst,-10,1,"[0.2536, 0.3536, 0.4536, 0.5536, 0.6536]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-10dB_clip01_0121.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-10dB_clip01_0121.wav
cls2_machinegun_burst_snr-10dB_clip02_0122,2,impulsive,machinegun_burst,-10,2,"[0.4463, 0.5463, 0.6463, 0.7463, 0.8463]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-10dB_clip02_0122.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-10dB_clip02_0122.wav
cls2_machinegun_burst_snr-5dB_clip00_0123,2,impulsive,machinegun_burst,-5,0,"[0.4455, 0.5455, 0.6455, 0.7455, 0.8455]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-5dB_clip00_0123.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-5dB_clip00_0123.wav
cls2_machinegun_burst_snr-5dB_clip01_0124,2,impulsive,machinegun_burst,-5,1,"[0.1701, 0.2701, 0.3701, 0.4701, 0.5701]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-5dB_clip01_0124.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-5dB_clip01_0124.wav
cls2_machinegun_burst_snr-5dB_clip02_0125,2,impulsive,machinegun_burst,-5,2,"[0.2587, 0.3587, 0.4587, 0.5587, 0.6587]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr-5dB_clip02_0125.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr-5dB_clip02_0125.wav
cls2_machinegun_burst_snr+0dB_clip00_0126,2,impulsive,machinegun_burst,0,0,"[0.3352, 0.4352, 0.5352, 0.6352, 0.7352]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+0dB_clip00_0126.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+0dB_clip00_0126.wav
cls2_machinegun_burst_snr+0dB_clip01_0127,2,impulsive,machinegun_burst,0,1,"[0.1836, 0.2836, 0.3836, 0.4836, 0.5836]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+0dB_clip01_0127.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+0dB_clip01_0127.wav
cls2_machinegun_burst_snr+0dB_clip02_0128,2,impulsive,machinegun_burst,0,2,"[0.4877, 0.5877, 0.6877, 0.7877, 0.8877]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+0dB_clip02_0128.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+0dB_clip02_0128.wav
cls2_machinegun_burst_snr+5dB_clip00_0129,2,impulsive,machinegun_burst,5,0,"[0.2534, 0.3534, 0.4534, 0.5534, 0.6534]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+5dB_clip00_0129.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+5dB_clip00_0129.wav
cls2_machinegun_burst_snr+5dB_clip01_0130,2,impulsive,machinegun_burst,5,1,"[0.3228, 0.4228, 0.5228, 0.6228, 0.7228]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+5dB_clip01_0130.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+5dB_clip01_0130.wav
cls2_machinegun_burst_snr+5dB_clip02_0131,2,impulsive,machinegun_burst,5,2,"[0.2688, 0.3688, 0.4688, 0.5688, 0.6688]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+5dB_clip02_0131.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+5dB_clip02_0131.wav
cls2_machinegun_burst_snr+10dB_clip00_0132,2,impulsive,machinegun_burst,10,0,"[0.4391, 0.5391, 0.6391, 0.7391, 0.8391]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+10dB_clip00_0132.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+10dB_clip00_0132.wav
cls2_machinegun_burst_snr+10dB_clip01_0133,2,impulsive,machinegun_burst,10,1,"[0.1351, 0.2351, 0.3351, 0.4351, 0.5351]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+10dB_clip01_0133.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+10dB_clip01_0133.wav
cls2_machinegun_burst_snr+10dB_clip02_0134,2,impulsive,machinegun_burst,10,2,"[0.1163, 0.2163, 0.3163, 0.4163, 0.5163]",5,data/defense_dataset\noisy\cls2_machinegun_burst_snr+10dB_clip02_0134.wav,data/defense_dataset\clean\cls2_machinegun_burst_snr+10dB_clip02_0134.wav
cls2_mortar_blast_snr-10dB_clip00_0135,2,impulsive,mortar_blast,-10,0,[0.6245],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-10dB_clip00_0135.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-10dB_clip00_0135.wav
cls2_mortar_blast_snr-10dB_clip01_0136,2,impulsive,mortar_blast,-10,1,[0.7943],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-10dB_clip01_0136.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-10dB_clip01_0136.wav
cls2_mortar_blast_snr-10dB_clip02_0137,2,impulsive,mortar_blast,-10,2,[0.7574],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-10dB_clip02_0137.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-10dB_clip02_0137.wav
cls2_mortar_blast_snr-5dB_clip00_0138,2,impulsive,mortar_blast,-5,0,[0.984],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-5dB_clip00_0138.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-5dB_clip00_0138.wav
cls2_mortar_blast_snr-5dB_clip01_0139,2,impulsive,mortar_blast,-5,1,[0.5569],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-5dB_clip01_0139.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-5dB_clip01_0139.wav
cls2_mortar_blast_snr-5dB_clip02_0140,2,impulsive,mortar_blast,-5,2,[0.3185],1,data/defense_dataset\noisy\cls2_mortar_blast_snr-5dB_clip02_0140.wav,data/defense_dataset\clean\cls2_mortar_blast_snr-5dB_clip02_0140.wav
cls2_mortar_blast_snr+0dB_clip00_0141,2,impulsive,mortar_blast,0,0,[0.5894],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+0dB_clip00_0141.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+0dB_clip00_0141.wav
cls2_mortar_blast_snr+0dB_clip01_0142,2,impulsive,mortar_blast,0,1,[0.7509],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+0dB_clip01_0142.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+0dB_clip01_0142.wav
cls2_mortar_blast_snr+0dB_clip02_0143,2,impulsive,mortar_blast,0,2,[1.0506],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+0dB_clip02_0143.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+0dB_clip02_0143.wav
cls2_mortar_blast_snr+5dB_clip00_0144,2,impulsive,mortar_blast,5,0,[0.678],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+5dB_clip00_0144.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+5dB_clip00_0144.wav
cls2_mortar_blast_snr+5dB_clip01_0145,2,impulsive,mortar_blast,5,1,[0.5791],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+5dB_clip01_0145.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+5dB_clip01_0145.wav
cls2_mortar_blast_snr+5dB_clip02_0146,2,impulsive,mortar_blast,5,2,[1.1008],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+5dB_clip02_0146.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+5dB_clip02_0146.wav
cls2_mortar_blast_snr+10dB_clip00_0147,2,impulsive,mortar_blast,10,0,[0.8717],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+10dB_clip00_0147.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+10dB_clip00_0147.wav
cls2_mortar_blast_snr+10dB_clip01_0148,2,impulsive,mortar_blast,10,1,[0.8647],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+10dB_clip01_0148.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+10dB_clip01_0148.wav
cls2_mortar_blast_snr+10dB_clip02_0149,2,impulsive,mortar_blast,10,2,[1.1537],1,data/defense_dataset\noisy\cls2_mortar_blast_snr+10dB_clip02_0149.wav,data/defense_dataset\clean\cls2_mortar_blast_snr+10dB_clip02_0149.wav
